"brand","color","imageUrl","detailUrl"
"賽麗石","CS611","https://silestone.coallmax.com/db/upload/webdata3/coallmax_20215132121274323.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=19&kind3=21&kind4=1160"
"賽麗石","CS612","https://silestone.coallmax.com/db/upload/webdata3/coallmax_20258281945340379.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=26&kind3=14&kind4=1143"
"賽麗石","CS614","https://silestone.coallmax.com/db/upload/webdata3/soy_201461218373765608.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=21&kind3=19&kind4=1154"
"賽麗石","CS621","https://silestone.coallmax.com/db/upload/webdata3/soy_2014618023965131.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=15&kind3=25&kind4=1178"
"賽麗石","CS623","https://silestone.coallmax.com/db/upload/webdata3/soy_201461723221677440.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=16&kind3=24&kind4=1169"
"賽麗石","CS625","https://silestone.coallmax.com/db/upload/webdata3/soy_20146172244060775.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=15&kind3=25&kind4=1180"
"賽麗石","CS626","https://silestone.coallmax.com/db/upload/webdata3/coallmax_2022102420461552029.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=29&kind3=11&kind4=1277"
"賽麗石","CS627","https://silestone.coallmax.com/db/upload/webdata3/1longyang_20165817572267561.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=29&kind3=11&kind4=1231"
"賽麗石","CS634","https://silestone.coallmax.com/db/upload/webdata3/1longyang_20182211443888924.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=55&kind3=43&kind4=1263"
"賽麗石","CS635","https://silestone.coallmax.com/db/upload/webdata3/coallmax_2025328302575162.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=55&kind3=43&kind4=1261"
"賽麗石","CS636","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_202381518513244393.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=29&kind3=11&kind4=1378"
"賽麗石","CS637","https://silestone.coallmax.com/db/upload/webdata3/coallmax_2023121920787263.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=60&kind3=54&kind4=1386"
"賽麗石","CS639","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_20231219294278048.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=60&kind3=54&kind4=1388"
"賽麗石","CS640","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_202312192112533157.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=60&kind3=54&kind4=1389"
"賽麗石","CS641","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_20241221950412412.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=67&kind3=60&kind4=1415"
"賽麗石","CS685","https://silestone.coallmax.com/db/upload/webdata3/coallmax_20215102042962466.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=29&kind3=11&kind4=1165"
"賽麗石","CS708","https://silestone.coallmax.com/db/upload/webdata3/1longyang_2017121422264583066.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=55&kind3=43&kind4=1250"
"賽麗石","CS709","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_2019872249680313.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=55&kind3=43&kind4=1279"
"賽麗石","CS710","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_202112202040325795.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=44&kind3=35&kind4=1317"
"賽麗石","CS711","https://silestone.coallmax.com/db/upload/webdata3/1coallmax_202112202042171245.jpg","https://silestone.coallmax.com/coallmax2_3.asp?kind=8&kind2=44&kind3=35&kind4=1319"
