﻿"brand","color","imageUrl","detailUrl"
"鈦鋼石","CE01","https://www.enovate.com.tw/images/2020/11/27/infinity_ce01_concrete_light_160x320_12mm.jpg","https://www.enovate.com.tw/products/concrete-light-ce01"
"鈦鋼石","CE02","https://www.enovate.com.tw/images/2020/11/27/infinity_ce02_concrete_grey_160x320_12mm.jpg","https://www.enovate.com.tw/products/concrete-grey-ce02"
"鈦鋼石","MA01","https://www.enovate.com.tw/images/2020/11/27/infinity_ma01_terrazzo_white_160x320_12mm.jpg","https://www.enovate.com.tw/products/terrazzo-white-ma01"
"鈦鋼石","MA10","https://www.enovate.com.tw/images/2024/12/16/ma10-provencale-minimale.jpg","https://www.enovate.com.tw/products/provençale-ma10"
"鈦鋼石","MB02","https://www.enovate.com.tw/images/2020/11/27/infinity_mb02_renoir_160x320_12mm.jpg","https://www.enovate.com.tw/products/renoir-mb02"
"鈦鋼石","MB03","https://www.enovate.com.tw/images/2020/11/27/infinity_mb03_classic_statuario_160x320_12mm-a.jpg","https://www.enovate.com.tw/products/classic-statuario-mb03"
"鈦鋼石","MB04","https://www.enovate.com.tw/images/2020/11/27/infinity_mb04_extra_statuario_160x320_6mm-2.jpg","https://www.enovate.com.tw/products/extra-statuario-mb04"
"鈦鋼石","MB06","https://www.enovate.com.tw/images/2020/11/27/infinity_mb06_calacatta_oro_160x320_12mm.jpg","https://www.enovate.com.tw/products/calacatta-oro-mb06"
"鈦鋼石","MB07","https://www.enovate.com.tw/images/2020/11/27/infinity_mb07_calacatta_lincoln_160x320_12mm.jpg","https://www.enovate.com.tw/products/calacatta-lincoln-mb07"
"鈦鋼石","MB08","https://www.enovate.com.tw/images/2020/11/27/infinity_mb08_pulpis_brown_160x320_12mm.jpg","https://www.enovate.com.tw/products/pulpis-brown-mb08"
"鈦鋼石","MB09","https://www.enovate.com.tw/images/2020/11/27/infinity_mb09_pietra_grey160x320_12mm.jpg","https://www.enovate.com.tw/products/pietra-grey-mb09"
"鈦鋼石","MB10","https://www.enovate.com.tw/images/2020/11/27/infinity_mb10_sahara_noir_160x320_12mm.jpg","https://www.enovate.com.tw/products/sahara-noir-mb10"
"鈦鋼石","MB11","https://www.enovate.com.tw/images/2020/11/27/infinity_mb11_spanish_blacjk_160x320_12mm.jpg","https://www.enovate.com.tw/products/nero-marquinia-mb11"
"鈦鋼石","MB13","https://www.enovate.com.tw/images/2020/11/27/infinity_mb13_tundra_select_12mm_luc_a.jpg","https://www.enovate.com.tw/products/tundra-select-mb13"
"鈦鋼石","MB14","https://www.enovate.com.tw/images/2020/11/27/infinity_mb14_sodalite.jpg","https://www.enovate.com.tw/products/precious-sodalite-mb14"
"鈦鋼石","MB15","https://www.enovate.com.tw/images/2020/11/27/infinity_mb15_verde-france_160x320_12mm.jpg","https://www.enovate.com.tw/products/verde-france-mb15"
"鈦鋼石","MB16","https://www.enovate.com.tw/images/2020/11/27/infinity_mb16_calacatta-magnifico_160x320_12mm.jpg","https://www.enovate.com.tw/products/calacatta-magnifico-mb16"
"鈦鋼石","MB17","https://www.enovate.com.tw/images/2022/01/17/infinity_mb17_calacatta-hermitage_160x320_12mm1006.jpg","https://www.enovate.com.tw/products/calacatta-hermitage-mb17"
"鈦鋼石","MB18","https://www.enovate.com.tw/images/2022/01/17/infinity_mb18_panda_white_160x320.jpg","https://www.enovate.com.tw/products/panda-white-mb18"
"鈦鋼石","MB19","https://www.enovate.com.tw/images/2022/01/17/infinity_mb19_orobico_luxe_120x280_6mm.jpg","https://www.enovate.com.tw/products/orobico-luxe-mb19"
"鈦鋼石","MB20","https://www.enovate.com.tw/images/2022/01/17/infinity_mb20_royal_peackock_120x280_6mm.jpg","https://www.enovate.com.tw/products/royal-peacock-mb20"
"鈦鋼石","MB21","https://www.enovate.com.tw/images/2022/11/30/infinity-mb21-statuario-principe_s.jpg","https://www.enovate.com.tw/products/statuario-principe-mb21"
"鈦鋼石","MB22","https://www.enovate.com.tw/images/2022/11/30/infinity-mb22-calacatta-viola-a.jpg","https://www.enovate.com.tw/products/calacatta-viola-mb22"
